index	prefix	engaligns	greekaligns
426		['2:5.59:in']	["2:5.59:ἐπ'"]
427		['2:5.59:hearth']	['2:5.59:ἐσχαρόφιν']
428		['2:5.59:while']	["2:5.59:δ'"]
429		['2:5.59:in[2]', '2:5.59:the[2]', '2:5.59:distance']	['2:5.59:τηλόσε']
430		['2:5.59:smell']	['2:5.59:ὀδμὴ']
431		['2:5.60:of', '2:5.60:both']	["2:5.60:τ'"]
432		['2:5.60:split']	['2:5.60:εὐκεάτοιο']
433		['2:5.60:cedar']	['2:5.60:κέδρου']
434		['2:5.60:and']	["2:5.60:τ'[2]"]
435		['2:5.60:juniper']	['2:5.60:θύου']
436	[it] 	['2:5.60:had', '2:5.60:spread', '2:5.60:its', '2:5.60:fragrance']	['2:5.60:ὀδώδει']
437		['2:5.60:up', '2:5.60:through']	['2:5.60:ἀνὰ']
438		['2:5.60:island']	['2:5.60:νῆσον']
439		['2:5.61:blazed']	['2:5.61:δαιομένων']
440		['2:5.61:And']	["2:5.61:δ'"]
441		['2:5.61:she']	['2:5.61:ἡ']
442		['2:5.61:singing']	["2:5.61:ἀοιδιάουσ'"]
443		['2:5.61:beautiful']	['2:5.61:καλῇ']
444		['2:5.61:voice']	['2:5.61:ὀπὶ']
445		['2:5.61:inside']	['2:5.61:ἔνδον']
446		['2:5.62:walking', '2:5.62:back', '2:5.62:and', '2:5.62:forth', '2:5.62:before']	['2:5.62:ἐποιχομένη']
447		['2:5.62:loom']	['2:5.62:ἱστὸν']
448	[she] 	['2:5.62:was', '2:5.62:weaving']	['2:5.62:ὕφαινεν']
449		['2:5.62:golden']	['2:5.62:χρυσείῃ']
450		['2:5.62:pin-beater']	["2:5.62:κερκίδ'"]
451		['2:5.63:And']	['2:5.63:δὲ']
452		['2:5.63:forest']	['2:5.63:ὕλη']
453	[it] 	['2:5.63:had', '2:5.63:grown', '2:5.63:up']	['2:5.63:πεφύκει']
454		['2:5.63:all', '2:5.63:around']	['2:5.63:ἀμφὶ']
455		['2:5.63:cave']	['2:5.63:σπέος']
456		['2:5.63:flourishing']	['2:5.63:τηλεθόωσα']
457		['2:5.64:both']	["2:5.64:τ'"]
458		['2:5.64:alder']	['2:5.64:κλήθρη']
459		['2:5.64:and']	['2:5.64:τε']
460		['2:5.64:poplar']	['2:5.64:αἴγειρός']
461		['2:5.64:as', '2:5.64:well', '2:5.64:as[2]']	['2:5.64:καὶ']
462		['2:5.64:sweet-smelling']	['2:5.64:εὐώδης']
463		['2:5.64:cypress']	['2:5.64:κυπάρισσος']
464		['2:5.65:And']	["2:5.65:τ'"]
465		['2:5.65:there']	['2:5.65:ἔνθα']
466		['2:5.65:long-winged']	['2:5.65:τανυσίπτεροι']
467		['2:5.65:birds']	['2:5.65:ὄρνιθες']
468	[they] 	['2:5.65:would', '2:5.65:nest']	['2:5.65:εὐνάζοντο']
469		['2:5.66:owls']	['2:5.66:σκῶπές']
470		['2:5.66:and']	['2:5.66:τε']
471		['2:5.66:falcons']	['2:5.66:ἴρηκές']
472		['2:5.66:and[2]']	['2:5.66:τε[2]']
473		['2:5.66:sharp-tongued']	['2:5.66:τανύγλωσσοί']
474		['2:5.66:crows']	['2:5.66:κορῶναι']
475		['2:5.67:sea']	['2:5.67:εἰνάλιαι']
476		['2:5.67:to', '2:5.67:them']	['2:5.67:τῇσίν']
477		['2:5.67:affairs']	['2:5.67:ἔργα']
478		['2:5.67:sea[2]']	['2:5.67:θαλάσσια']
479	[it] 	['2:5.67:are', '2:5.67:their', '2:5.67:business']	['2:5.67:μέμηλεν']
480		['2:5.68:And']	["2:5.68:δ'"]
481		['2:5.68:this']	['2:5.68:ἡ']
482	[it] 	['2:5.68:had', '2:5.68:stretched', '2:5.68:itself']	['2:5.68:τετάνυστο']
483		['2:5.68:right', '2:5.68:there']	['2:5.68:αὐτοῦ']
484		['2:5.68:all', '2:5.68:around']	['2:5.68:περὶ']
485		['2:5.68:hollow']	['2:5.68:γλαφυροῖο']
486		['2:5.68:cave']	['2:5.68:σπείους']
487		['2:5.69:youthful']	['2:5.69:ἡβώωσα']
488		['2:5.69:garden-vine']	['2:5.69:ἡμερὶς']
489		['2:5.69:and']	['2:5.69:δὲ']
490	[it] 	['2:5.69:had', '2:5.69:already', '2:5.69:bloomed']	['2:5.69:τεθήλει']
491		['2:5.69:with', '2:5.69:grape-bunches']	['2:5.69:σταφυλῇσι']
492		['2:5.70:Springs']	['2:5.70:κρῆναι']
493		['2:5.70:four']	['2:5.70:πίσυρες']
494		['2:5.70:in', '2:5.70:a', '2:5.70:row']	['2:5.70:ἑξείης']
495	[they] 	['2:5.70:continuously', '2:5.70:bubbled']	['2:5.70:ῥέον']
496		['2:5.70:with', '2:5.70:white']	['2:5.70:λευκῷ']
497		['2:5.70:water']	['2:5.70:ὕδατι']
498		['2:5.71:next', '2:5.71:to']	['2:5.71:πλησίαι']
499		['2:5.71:one', '2:5.71:another']	['2:5.71:ἀλλήλων']
500		['2:5.71:having', '2:5.71:turned', '2:5.71:themselves']	['2:5.71:τετραμμέναι']
501		['2:5.71:in', '2:5.71:one[2]', '2:5.71:way']	['2:5.71:ἄλλυδις']
502		['2:5.71:another[2]']	['2:5.71:ἄλλη']
503		['2:5.72:All', '2:5.72:around']	['2:5.72:ἀμφὶ']
504		['2:5.72:soft']	['2:5.72:μαλακοὶ']
505		['2:5.72:meadows']	['2:5.72:λειμῶνες']
506		['2:5.72:of', '2:5.72:violets']	['2:5.72:ἴου']
507		['2:5.72:and']	['2:5.72:ἠδὲ']
508		['2:5.72:parsley']	['2:5.72:σελίνου']
509	[they] 	['2:5.73:were', '2:5.73:blooming']	['2:5.73:θήλεον']
510		['2:5.73:there']	['2:5.73:ἔνθα']
511		['2:5.73:and[2]']	['2:5.73:καὶ']
512		['2:5.73:then']	['2:5.73:ἔπειτα']
513		['2:5.73:even']	['2:5.73:περ']
514		['2:5.73:immortal']	['2:5.73:ἀθάνατός']
515		['2:5.73:having', '2:5.73:approached']	['2:5.73:ἐπελθὼν']
516		['2:5.74:would']	["2:5.73:κ'"]
517	[he would] 	['2:5.74:gaze', '2:5.74:in', '2:5.74:wonder']	['2:5.74:θηήσαιτο']
518		['2:5.74:having', '2:5.74:seen']	['2:5.74:ἰδὼν']
519		['2:5.74:and']	['2:5.74:καὶ']
520	[he] 	['2:5.74:would[2]', '2:5.74:be', '2:5.74:delighted']	['2:5.74:τερφθείη']
521		['2:5.74:in[2]', '2:5.74:his']	['2:5.74:ᾗσιν']
522		['2:5.74:heart']	['2:5.74:φρεσὶν']
523		['2:5.75:There']	['2:5.75:ἔνθα']
524		['2:5.75:stood']	['2:5.75:στὰς']
525	[he] 	['2:5.75:began', '2:5.75:to', '2:5.75:gaze', '2:5.75:in', '2:5.75:wonder']	['2:5.75:θηεῖτο']
526		['2:5.75:messenger']	['2:5.75:διάκτορος']
527		['2:5.75:slayer', '2:5.75:of', '2:5.75:Argus']	['2:5.75:ἀργεϊφόντης']
528		['2:5.76:Nevertheless']	['2:5.76:αὐτὰρ']
529		['2:5.76:after']	['2:5.76:ἐπεὶ']
530		['2:5.76:at', '2:5.76:length']	['2:5.76:δὴ']
531	[he] 	['2:5.76:gazed', '2:5.76:at[2]']	['2:5.76:θηήσατο']
532		['2:5.76:all']	['2:5.76:πάντα']
533		['2:5.76:in', '2:5.76:his', '2:5.76:own']	['2:5.76:ἑῷ']
534		['2:5.76:heart']	['2:5.76:θυμῷ']
535		['2:5.77:then']	["2:5.77:ἄρ'"]
536	[he] 	['2:5.77:went']	['2:5.77:ἤλυθεν']
537		['2:5.77:immediately']	["2:5.77:αὐτίκ'"]
538		['2:5.77:into']	['2:5.77:εἰς']
539		['2:5.77:wide']	['2:5.77:εὐρὺ']
540		['2:5.77:cave']	['2:5.77:σπέος']
541		['2:5.77:And']	['2:5.77:δέ']
542	[she] 	['2:5.77:did', '2:5.78:fail', '2:5.78:to', '2:5.78:recognize']	['2:5.78:ἠγνοίησεν']
543		['2:5.77:not']	['2:5.77:οὐ']
544		['2:5.78:him']	['2:5.77:μιν']
545		['2:5.78:looking']	['2:5.78:ἰδοῦσα']
546		['2:5.78:in', '2:5.78:the', '2:5.78:face']	['2:5.77:ἄντην']
547		['2:5.78:Calypso']	['2:5.78:Καλυψώ']
548		['2:5.78:goddess']	['2:5.78:δῖα']
549		['2:5.78:among', '2:5.78:goddesses']	['2:5.78:θεάων']
550		['2:5.79:for']	['2:5.79:γάρ']
551		['2:5.79:gods']	['2:5.79:θεοὶ']
552	[they] 	['2:5.79:are']	['2:5.79:πέλονται']
553		['2:5.79:not']	['2:5.79:οὐ']
554		['2:5.79:unknown']	['2:5.79:ἀγνῶτες']
555		['2:5.79:to', '2:5.79:one', '2:5.79:another']	['2:5.79:ἀλλήλοισι']
556		['2:5.80:immortals']	['2:5.80:ἀθάνατοι']
557		['2:5.80:not']	['2:5.80:οὐ']
558		['2:5.80:even']	["2:5.80:δ'"]
559		['2:5.80:if']	['2:5.80:εἴ']
560		['2:5.80:someone']	['2:5.80:τις']
561	[s/he] 	['2:5.80:inhabits']	['2:5.80:ναίει']
562		['2:5.80:far-away']	['2:5.80:ἀπόπροθι']
563		['2:5.80:house']	['2:5.80:δώματα']
564		['2:5.81:But']	["2:5.81:δ'"]
565	[he] 	['2:5.81:did', '2:5.81:find']	['2:5.81:ἔτετμεν']
566		['2:5.81:not']	['2:5.81:οὐ']
567		['2:5.81:great-hearted']	['2:5.81:μεγαλήτορα']
568		['2:5.81:Odysseus']	['2:5.81:Ὀδυσσῆα']
569		['2:5.81:inside']	['2:5.81:ἔνδον']
570		['2:5.82:as']	["2:5.82:γ'"]
571		['2:5.82:instead']	["2:5.82:ἀλλ'"]
572		['2:5.82:that', '2:5.82:man']	['2:5.82:ὅ']
573	[he] 	['2:5.82:was', '2:5.82:crying']	['2:5.82:κλαῖε']
574		['2:5.82:sitting']	['2:5.82:καθήμενος']
575		['2:5.82:on']	["2:5.82:ἐπ'"]
576		['2:5.82:shore']	['2:5.82:ἀκτῆς']
577		['2:5.82:in', '2:5.82:the[2]', '2:5.82:very', '2:5.82:place']	['2:5.82:περ']
578		['2:5.82:where']	['2:5.82:ἔνθα']
579		['2:5.82:before']	['2:5.82:πάρος']
580		['2:5.83:through', '2:5.83:tears']	['2:5.83:δάκρυσι']
581		['2:5.83:and']	['2:5.83:καὶ']
582		['2:5.83:through[2]', '2:5.83:groans']	['2:5.83:στοναχῇσι']
583		['2:5.83:and[2]']	['2:5.83:καὶ[2]']
584		['2:5.83:through[3]', '2:5.83:pains']	['2:5.83:ἄλγεσι']
585		['2:5.83:was', '2:5.83:shattering']	['2:5.83:ἐρέχθων']
586		['2:5.83:heart']	['2:5.83:θυμὸν']
587	[he] 	['2:5.84:would', '2:5.84:constantly', '2:5.84:spend', '2:5.84:his', '2:5.84:time', '2:5.84:looking', '2:5.84:out']	['2:5.84:δερκέσκετο']
588		['2:5.84:over']	["2:5.84:ἐπ'"]
589		['2:5.84:barren']	['2:5.84:ἀτρύγετον']
590		['2:5.84:sea']	['2:5.84:πόντον']
591		['2:5.84:pouring', '2:5.84:forth']	['2:5.84:λείβων']
592		['2:5.84:tears']	['2:5.84:δάκρυα']
593	[she] 	['2:5.85:began', '2:5.85:to', '2:5.85:question']	['2:5.85:ἐρέεινε']
594		['2:5.85:Hermes']	['2:5.85:Ἑρμείαν']
595		['2:5.85:Calypso']	['2:5.85:Καλυψώ']
596		['2:5.85:goddess']	['2:5.85:δῖα']
597		['2:5.85:among', '2:5.85:goddesses']	['2:5.85:θεάων']
598		['2:5.86:having', '2:5.86:seated']	['2:5.86:ἱδρύσασα']
599		['2:5.86:on']	['2:5.86:ἐν']
600		['2:5.86:shining']	['2:5.86:φαεινῷ']
601		['2:5.86:glittering']	['2:5.86:σιγαλόεντι']
602		['2:5.86:chair']	['2:5.86:θρόνῳ']
603		['2:5.87:Why']	['2:5.87:τίπτε']
604		['2:5.87:to', '2:5.87:me']	['2:5.87:μοι']
605		['2:5.87:Hermes']	['2:5.87:Ἑρμεία']
606		['2:5.87:golden', '2:5.87:wand']	['2:5.87:χρυσόρραπι']
607	[you (sg)] 	['2:5.87:come']	['2:5.87:εἰλήλουθας']
608		['2:5.88:both']	['2:5.88:τε']
609		['2:5.88:worthy', '2:5.88:of', '2:5.88:respect']	['2:5.88:αἰδοῖός']
610		['2:5.88:and']	['2:5.88:τε[2]']
611		['2:5.88:dear']	['2:5.88:φίλος']
612		['2:5.88:On', '2:5.88:the', '2:5.88:one', '2:5.88:hand']	['2:5.88:μὲν']
613		['2:5.88:certainly']	['2:5.88:γε']
614		['2:5.88:in', '2:5.88:the[2]', '2:5.88:past']	['2:5.88:πάρος']
615	[you] 	['2:5.88:have', '2:5.88:been', '2:5.88:accustomed', '2:5.88:to', '2:5.88:come']	['2:5.88:θαμίζεις']
616		['2:5.88:not']	['2:5.88:οὔ']
617		['2:5.88:on', '2:5.88:account', '2:5.88:of[2]', '2:5.88:anything']	['2:5.88:τι']
618		['2:5.89:Express']	['2:5.89:αὔδα']
619		['2:5.89:what']	['2:5.89:ὅ']
620		['2:5.89:ever']	['2:5.89:τι']
621	[you (sg)] 	['2:5.89:have', '2:5.89:in', '2:5.89:mind']	['2:5.89:φρονέεις']
622		['2:5.89:heart']	['2:5.89:θυμὸς']
623	[it] 	['2:5.89:orders']	['2:5.89:ἄνωγεν']
624		['2:5.89:me']	['2:5.89:με']
625		['2:5.89:to', '2:5.89:fulfill']	['2:5.89:τελέσαι']
626		['2:5.90:if']	['2:5.90:εἰ']
627		['2:5.90:am', '2:5.90:able']	['2:5.90:δύναμαι']
628		['2:5.90:in', '2:5.90:fact']	['2:5.90:γε']
629		['2:5.90:to', '2:5.90:fulfill']	['2:5.90:τελέσαι']
630		['2:5.90:and']	['2:5.90:καὶ']
631		['2:5.90:if[2]']	['2:5.90:εἰ[2]']
632	[it] 	['2:5.90:is']	['2:5.90:ἐστίν']
633		['2:5.90:fulfillable']	['2:5.90:τετελεσμένον']
634		['2:5.91:But']	["2:5.91:ἀλλ'"]
635		['2:5.91:follow']	['2:5.91:ἕπεο']
636		['2:5.91:further']	['2:5.91:προτέρω']
637		['2:5.91:so', '2:5.91:that']	['2:5.91:ἵνα']
638	[I] 	['2:5.91:might', '2:5.91:place']	['2:5.91:θείω']
639		['2:5.91:hospitable', '2:5.91:things']	['2:5.91:ξείνια']
640		['2:5.91:beside']	['2:5.91:πὰρ']
641		['2:5.91:you']	['2:5.91:τοι']
642		['2:5.92:Then']	['2:5.92:ἄρα']
643		['2:5.92:having', '2:5.92:spoken']	['2:5.92:φωνήσασα']
644		['2:5.92:in', '2:5.92:this', '2:5.92:way']	['2:5.92:ὥς']
645		['2:5.92:goddess']	['2:5.92:θεὰ']
646	[she] 	['2:5.92:put', '2:5.92:beside']	['2:5.92:παρέθηκε']
647		['2:5.92:table']	['2:5.92:τράπεζαν']
648		['2:5.93:having', '2:5.93:filled']	['2:5.93:πλήσασα']
649		['2:5.93:with', '2:5.93:ambrosia']	['2:5.93:ἀμβροσίης']
650		['2:5.93:and']	['2:5.93:δὲ']
651	[she] 	['2:5.93:mixed']	['2:5.93:κέρασσε']
652		['2:5.93:dark']	['2:5.93:ἐρυθρόν']
653		['2:5.93:nectar']	['2:5.93:νέκταρ']
654		['2:5.94:He']	['2:5.94:ὁ']
655		['2:5.94:for', '2:5.94:his', '2:5.94:part']	['2:5.94:αὐτὰρ']
656	[he] 	['2:5.94:began', '2:5.94:to', '2:5.94:drink']	['2:5.94:πῖνε']
657		['2:5.94:and']	['2:5.94:καὶ']
658	[he] 	['2:5.94:began[2]', '2:5.94:to[2]', '2:5.94:eat']	['2:5.94:ἦσθε']
659		['2:5.94:messenger']	['2:5.94:διάκτορος']
660		['2:5.94:slayer', '2:5.94:of', '2:5.94:Argus']	['2:5.94:ἀργεϊφόντης']
661		['2:5.95:then']	['2:5.95:αὐτὰρ']
662		['2:5.95:after']	['2:5.95:ἐπεὶ']
663	[he] 	['2:5.95:meal']	['2:5.95:δείπνησε']
664		['2:5.95:and']	['2:5.95:καὶ']
665	[he] 	['2:5.95:restored']	['2:5.95:ἤραρε']
666		['2:5.95:heart']	['2:5.95:θυμὸν']
667		['2:5.95:food']	['2:5.95:ἐδωδῇ']
668		['2:5.96:at', '2:5.96:that', '2:5.96:time']	['2:5.96:τότε']
669		['2:5.96:at[2]', '2:5.96:last']	['2:5.96:δή']
670	[he] 	['2:5.96:spoke', '2:5.96:to']	['2:5.96:προσέειπεν']
671		['2:5.96:her']	['2:5.96:μιν']
672		['2:5.96:through', '2:5.96:words']	['2:5.96:ἔπεσσιν']
673		['2:5.96:answering']	['2:5.96:ἀμειβόμενος']
674		['2:5.97:goddess']	['2:5.97:θεὰ']
675	[you (sg)] 	['2:5.97:ask']	['2:5.97:εἰρωτᾷς']
676		['2:5.97:me']	["2:5.97:μ'"]
677		['2:5.97:god']	['2:5.97:θεόν']
678		['2:5.97:arrival']	['2:5.97:ἐλθόντα']
679		['2:5.97:All', '2:5.97:right']	['2:5.97:αὐτὰρ']
680		['2:5.97:to', '2:5.97:you']	['2:5.97:τοι']
681		['2:5.97:I']	['2:5.97:ἐγώ']
682		['2:5.98:will', '2:5.98:truthfully']	['2:5.98:νημερτέως']
683	[I] 	['2:5.98:give']	['2:5.98:ἐνισπήσω']
684		['2:5.98:the']	['2:5.98:τὸν']
685		['2:5.98:message']	['2:5.98:μῦθον']
686		['2:5.98:since']	['2:5.98:γάρ']
687	[you (sg)] 	['2:5.98:urge']	['2:5.98:κέλεαι']
688		['2:5.99:Zeus']	['2:5.99:Ζεὺς']
689	[he] 	['2:5.99:had', '2:5.99:ordered']	['2:5.99:ἠνώγει']
690		['2:5.99:me']	['2:5.99:ἐμέ']
691		['2:5.99:really']	["2:5.99:γ'"]
692		['2:5.99:to', '2:5.99:come']	['2:5.99:ἐλθέμεν']
693		['2:5.99:to[2]', '2:5.99:this', '2:5.99:place']	["2:5.99:δεῦρ'"]
694		['2:5.99:did', '2:5.99:not']	['2:5.99:οὐκ']
695		['2:5.99:want', '2:5.99:to[3]']	['2:5.99:ἐθέλοντα']
696		['2:5.100:Who']	['2:5.100:τίς']
697		['2:5.100:willingly']	['2:5.100:ἑκὼν']
698		['2:5.100:would']	['2:5.100:ἂν']
699	[he would] 	['2:5.100:wish', '2:5.100:to', '2:5.100:run', '2:5.100:across']	['2:5.100:διαδράμοι']
700		['2:5.100:so', '2:5.100:much']	['2:5.100:τοσσόνδε']
701		['2:5.100:briney']	['2:5.100:ἁλμυρὸν']
702		['2:5.100:water']	['2:5.100:ὕδωρ']
703		['2:5.101:beyond', '2:5.101:description']	['2:5.101:ἄσπετον']
704		['2:5.101:And']	['2:5.101:δέ']
705		['2:5.101:not']	['2:5.101:οὐ']
706		['2:5.101:any']	['2:5.101:τις']
707		['2:5.101:city']	['2:5.101:πόλις']
708		['2:5.101:of', '2:5.101:mortal', '2:5.101:men']	['2:5.101:βροτῶν']
709		['2:5.101:nearby']	['2:5.101:ἄγχι']
710		['2:5.101:they', '2:5.101:who']	['2:5.101:οἵ']
711		['2:5.101:for', '2:5.101:gods']	['2:5.101:θεοῖσιν']
712	[they] 	['2:5.102:perform']	['2:5.102:ῥέζουσι']
713		['2:5.102:offerings']	['2:5.102:ἱερά']
714		['2:5.102:and']	['2:5.102:καὶ']
715		['2:5.102:desired']	['2:5.102:ἐξαίτους']
716		['2:5.102:sacrifices']	['2:5.102:ἑκατόμβας']
717		['2:5.103:But', '2:5.103:after', '2:5.103:all']	['2:5.103:ἀλλὰ']
718	[it] 	['2:5.103:is']	['2:5.103:ἔστι']
719		['2:5.103:not']	['2:5.103:οὔ']
720		['2:5.103:at', '2:5.103:all[2]']	["2:5.103:μάλ'"]
721		['2:5.103:possible']	['2:5.103:πως']
722		['2:5.103:design']	['2:5.103:νόον']
723		['2:5.103:of', '2:5.103:aegis-holding']	['2:5.103:αἰγιόχοιο']
724		['2:5.103:Zeus']	['2:5.103:Διὸς']
725		['2:5.104:another']	['2:5.104:ἄλλον']
726		['2:5.104:god']	['2:5.104:θεὸν']
727		['2:5.104:should', '2:5.104:both']	['2:5.104:τε']
728		['2:5.104:not']	['2:5.104:οὔ']
729		['2:5.104:to', '2:5.104:slip', '2:5.104:past']	['2:5.104:παρεξελθεῖν']
730		['2:5.104:nor']	["2:5.104:οὔθ'"]
731		['2:5.104:to[2]', '2:5.104:disappoint']	['2:5.104:ἁλιῶσαι']
732	[s/he] 	['2:5.105:says']	['2:5.105:φησί']
733		['2:5.105:man']	['2:5.105:ἄνδρα']
734		['2:5.105:is', '2:5.105:here']	['2:5.105:παρεῖναι']
735		['2:5.105:with', '2:5.105:you']	['2:5.105:τοι']
736		['2:5.105:most', '2:5.105:miserable']	['2:5.105:ὀιζυρώτατον']
737		['2:5.105:out', '2:5.105:of', '2:5.105:others']	['2:5.105:ἄλλων']
738		['2:5.106:of', '2:5.106:those']	['2:5.106:τῶν']
739		['2:5.106:men']	['2:5.106:ἀνδρῶν']
740		['2:5.106:who']	['2:5.106:οἳ']
741	[they] 	['2:5.106:kept', '2:5.106:fighting']	['2:5.106:μάχοντο']
742		['2:5.106:all', '2:5.106:about']	['2:5.106:πέρι']
743		['2:5.106:city']	['2:5.106:ἄστυ']
744		['2:5.106:of[2]', '2:5.106:Priam']	['2:5.106:Πριάμοιο']
745		['2:5.107:for', '2:5.107:nine', '2:5.107:years']	['2:5.107:εἰνάετες']
746		['2:5.107:but']	['2:5.107:δὲ']
747		['2:5.107:tenth']	['2:5.107:δεκάτῳ']
748		['2:5.107:having', '2:5.107:plundered']	['2:5.107:πέρσαντες']
749		['2:5.107:city']	['2:5.107:πόλιν']
750	[they] 	['2:5.107:went']	['2:5.107:ἔβησαν']
751		['2:5.108:home']	["2:5.108:οἴκαδ'"]
752		['2:5.108:But', '2:5.108:as', '2:5.108:it', '2:5.108:happened']	['2:5.108:ἀτὰρ']
753	[they] 	['2:5.108:got', '2:5.108:themselves', '2:5.108:in', '2:5.108:trouble', '2:5.108:with']	['2:5.108:ἀλίτοντο']
754		['2:5.108:Athena']	['2:5.108:Ἀθηναίην']
755		['2:5.108:on']	['2:5.108:ἐν']
756		['2:5.108:homeward', '2:5.108:journey']	['2:5.108:νόστῳ']
757		['2:5.109:against', '2:5.109:them']	['2:5.109:σφιν']
758		['2:5.109:she']	['2:5.109:ἥ']
759	[she] 	['2:5.109:stirred', '2:5.109:up']	["2:5.109:ἐπῶρσ'"]
760		['2:5.109:both']	['2:5.109:τε']
761		['2:5.109:evil']	['2:5.109:κακὸν']
762		['2:5.109:wind']	['2:5.109:ἄνεμόν']
763		['2:5.109:and']	['2:5.109:καὶ']
764		['2:5.109:big']	['2:5.109:μακρά']
765		['2:5.109:waves']	['2:5.109:κύματα']
766		['2:5.110:There']	["2:5.110:ἔνθ'"]
767		['2:5.110:on', '2:5.110:the', '2:5.110:one', '2:5.110:hand']	['2:5.110:μὲν']
768		['2:5.110:all']	['2:5.110:πάντες']
769		['2:5.110:other']	['2:5.110:ἄλλοι']
770	[they] 	['2:5.110:died']	['2:5.110:ἀπέφθιθεν']
771		['2:5.110:good']	['2:5.110:ἐσθλοὶ']
772		['2:5.110:comrades']	['2:5.110:ἑταῖροι']
773		['2:5.111:but']	["2:5.111:δ'"]
774		['2:5.111:that', '2:5.111:one']	['2:5.111:τὸν']
775		['2:5.111:driving']	['2:5.111:φέρων']
776		['2:5.111:wind']	['2:5.111:ἄνεμός']
777		['2:5.111:and']	['2:5.111:καὶ']
778		['2:5.111:waves']	['2:5.111:κῦμα']
779		['2:5.111:both']	['2:5.111:τε']
780	[he] 	['2:5.111:brought', '2:5.111:near']	['2:5.111:πέλασσε']
781		['2:5.111:to', '2:5.111:this', '2:5.111:place']	["2:5.111:δεῦρ'"]
782	[he] 	['2:5.112:had', '2:5.112:commanded']	['2:5.112:ἠνώγειν']
783		['2:5.112:you']	["2:5.112:σ'"]
784		['2:5.112:to', '2:5.112:send', '2:5.112:away']	['2:5.112:ἀποπεμπέμεν']
785		['2:5.112:that', '2:5.112:one[2]']	['2:5.112:τὸν']
786		['2:5.112:now']	['2:5.112:νῦν']
787		['2:5.112:as', '2:5.112:quickly', '2:5.112:as[2]', '2:5.112:possible', '2:5.112:quickly', '2:5.112:as[2]', '2:5.112:possible']	['2:5.112:ὅττι', '2:5.112:τάχιστα']
788		['2:5.113:for']	['2:5.113:γάρ']
789		['2:5.113:not']	['2:5.113:οὐ']
790		['2:5.113:his']	['2:5.113:οἱ']
791		['2:5.113:fate']	['2:5.113:αἶσα']
792		['2:5.113:to', '2:5.113:die']	['2:5.113:ὀλέσθαι']
793		['2:5.113:here']	["2:5.113:τῇδ'"]
794		['2:5.113:far', '2:5.113:away']	['2:5.113:ἀπονόσφιν']
795		['2:5.113:from', '2:5.113:friends']	['2:5.113:φίλων']
796		['2:5.114:Instead']	["2:5.114:ἀλλ'"]
797		['2:5.114:still']	['2:5.114:ἔτι']
798		['2:5.114:his']	['2:5.114:οἱ']
799		['2:5.114:fate']	["2:5.114:μοῖρ'"]
800	[it] 	['2:5.114:is']	['2:5.114:ἐστὶ']
801		['2:5.114:both']	["2:5.114:τ'"]
802		['2:5.114:to', '2:5.114:see']	['2:5.114:ἰδέειν']
803		['2:5.114:friends']	['2:5.114:φίλους']
804		['2:5.114:and']	['2:5.114:καὶ']
805		['2:5.114:to[2]', '2:5.114:return']	['2:5.114:ἱκέσθαι']
806		['2:5.115:to']	['2:5.115:ἐς']
807		['2:5.115:high-roofed']	['2:5.115:ὑψόροφον']
808		['2:5.115:home']	['2:5.115:οἶκον']
809		['2:5.115:and']	['2:5.115:καὶ']
810		['2:5.115:to[2]']	['2:5.115:ἐς[2]']
811		['2:5.115:his[2]', '2:5.115:own']	['2:5.115:ἑὴν']
812		['2:5.115:ancestral']	['2:5.115:πατρίδα']
813		['2:5.115:land']	['2:5.115:γαῖαν']
814		['2:5.116:So']	['2:5.116:ὣς']
815	[he] 	['2:5.116:spoke']	['2:5.116:φάτο']
816		['2:5.116:and']	['2:5.116:δὲ']
817		['2:5.116:Calypso']	['2:5.116:Καλυψώ']
818	[she] 	['2:5.116:shuddered']	['2:5.116:ῥίγησεν']
819		['2:5.116:goddess']	['2:5.116:δῖα']
820		['2:5.116:among', '2:5.116:goddesses']	['2:5.116:θεάων']
821		['2:5.117:and']	['2:5.117:καί']
822		['2:5.117:having', '2:5.117:spoken']	["2:5.117:φωνήσασ'"]
823		['2:5.117:winged']	['2:5.117:πτερόεντα']
824		['2:5.117:words']	['2:5.117:ἔπεα']
825	[she] 	['2:5.117:began', '2:5.117:to', '2:5.117:address']	['2:5.117:προσηύδα']
826		['2:5.117:him']	['2:5.117:μιν']
827		['2:5.118:Cruel']	['2:5.118:σχέτλιοί']
828	[you (pl)] 	['2:5.118:are']	['2:5.118:ἐστε']
829		['2:5.118:gods']	['2:5.118:θεοί']
830		['2:5.118:jealous']	['2:5.118:ζηλήμονες']
831		['2:5.118:above', '2:5.118:all']	['2:5.118:ἔξοχον']
832		['2:5.118:others']	['2:5.118:ἄλλων']
833		['2:5.119:and']	['2:5.119:τε']
834		['2:5.119:who']	['2:5.119:οἵ']
835	[you (pl)] 	['2:5.119:begrudge']	['2:5.119:ἀγάασθε']
836		['2:5.119:to', '2:5.119:goddesses']	['2:5.119:θεαῖς']
837		['2:5.119:to[2]', '2:5.119:lie', '2:5.119:in', '2:5.119:bed']	['2:5.119:εὐνάζεσθαι']
838		['2:5.119:beside']	["2:5.119:παρ'"]
839		['2:5.119:mortal', '2:5.119:men']	['2:5.119:ἀνδράσιν']
