index	prefix	engaligns	greekaligns
386		['1:1.59:we']	['1:1.59:ἄμμε']
387		['1:1.59:having', '1:1.59:been', '1:1.59:driven', '1:1.59:back']	['1:1.59:παλιμπλαγχθέντας']
388		['1:1.60:will', '1:1.60:return', '1:1.60:to', '1:1.60:our', '1:1.60:homes']	['1:1.60:ἀπονοστήσειν']
389		['1:1.60:again']	['1:1.60:ἂψ']
390		['1:1.60:-', '1:1.60:if']	['1:1.60:εἴ']
391		['1:1.60:death']	['1:1.60:θάνατόν']
392	[we] 	['1:1.60:might', '1:1.60:flee', '1:1.60:flee']	['1:1.60:κεν', '1:1.60:φύγοιμεν']
393		['1:1.60:at', '1:1.60:all']	['1:1.60:γε']
394		['1:1.61:If']	['1:1.61:εἰ']
395		['1:1.61:truly']	['1:1.61:δὴ']
396		['1:1.61:war']	['1:1.61:πόλεμός']
397		['1:1.61:and']	['1:1.61:τε']
398		['1:1.61:plague']	['1:1.61:λοιμὸς']
399		['1:1.61:together']	['1:1.61:ὁμοῦ']
400	[it-collective] 	['1:1.61:will', '1:1.61:force', '1:1.61:into', '1:1.61:submission']	['1:1.61:δαμᾷ']
401		['1:1.61:Achaeans']	['1:1.61:Ἀχαιούς']
402		['1:1.62:Instead']	["1:1.62:ἀλλ'"]
403		['1:1.62:come']	['1:1.62:ἄγε']
404	[let us] 	['1:1.62:ask']	['1:1.62:ἐρείομεν']
405		['1:1.62:either', '1:1.62:or']	['1:1.62:ἢ']
406		['1:1.62:some']	['1:1.62:τινα']
407		['1:1.62:seer']	['1:1.62:μάντιν']
408		['1:1.62:sacrifice-leader']	['1:1.62:ἱερῆα']
409		['1:1.63:or', '1:1.63:even', '1:1.63:also']	['1:1.63:καὶ']
410		['1:1.63:dream-interpreter']	['1:1.63:ὀνειροπόλον']
411		['1:1.63:for']	['1:1.63:γάρ', "1:1.63:τ'"]
412		['1:1.63:dream']	['1:1.63:ὄναρ']
413	[it] 	['1:1.63:is']	['1:1.63:ἐστιν']
414		['1:1.63:from']	['1:1.63:ἐκ']
415		['1:1.63:Zeus']	['1:1.63:Διός']
416		['1:1.64:That', '1:1.64:man']	['1:1.64:ὅς']
417	[he] 	['1:1.64:may', '1:1.64:say', '1:1.64:say']	["1:1.64:κ'", '1:1.64:εἴποι']
418		['1:1.64:why']	['1:1.64:ὅ', '1:1.64:τι']
419		['1:1.64:Phoebus']	['1:1.64:Φοῖβος']
420		['1:1.64:Apollo']	['1:1.64:Ἀπόλλων']
421	[he] 	['1:1.64:became', '1:1.64:filled', '1:1.64:with', '1:1.64:anger']	['1:1.64:ἐχώσατο']
422		['1:1.64:so', '1:1.64:greatly']	['1:1.64:τόσσον']
423		['1:1.65:whether']	["1:1.65:εἴτ'", "1:1.65:ἄρ'"]
424		['1:1.65:he']	['1:1.65:ὅ']
425	[he] 	['1:1.65:is', '1:1.65:showing', '1:1.65:his', '1:1.65:dissatisfaction', '1:1.65:at']	['1:1.65:ἐπιμέμφεται']
426	[of] 	['1:1.65:vow']	['1:1.65:εὐχωλῆς']
427		['1:1.65:or']	["1:1.65:ἠδ'"]
428		['1:1.65:sacrifice']	['1:1.65:ἑκατόμβης']
429		['1:1.66:or', '1:1.66:if']	['1:1.66:αἴ']
430		['1:1.66:in', '1:1.66:any', '1:1.66:way']	['1:1.66:πως']
431		['1:1.66:having', '1:1.66:met', '1:1.66:with']	['1:1.67:ἀντιάσας']
432		['1:1.66:rich', '1:1.66:aroma']	['1:1.66:κνίσης']
433		['1:1.66:of', '1:1.66:sheep']	['1:1.66:ἀρνῶν']
434		['1:1.66:suited', '1:1.66:for', '1:1.66:this', '1:1.66:purpose']	['1:1.66:τελείων']
435		['1:1.66:and']	['1:1.66:τε']
436		['1:1.66:goats']	['1:1.66:αἰγῶν']
437	[he] 	['1:1.67:would', '1:1.67:be', '1:1.67:willing', '1:1.67:be', '1:1.67:willing']	['1:1.66:κέν', '1:1.67:βούλεται']
438		['1:1.67:to', '1:1.67:avert']	['1:1.67:ἀμῦναι']
439		['1:1.67:destruction']	['1:1.67:λοιγὸν']
440		['1:1.67:from']	['1:1.67:ἀπὸ']
441		['1:1.67:us']	['1:1.67:ἡμῖν']
442		['1:1.68:Having', '1:1.68:spoken']	['1:1.68:εἰπὼν']
443		['1:1.68:thus']	['1:1.68:ὣς']
444		['1:1.68:that', '1:1.68:man']	['1:1.68:ὅ']
445	[he] 	['1:1.68:sat']	['1:1.68:ἕζετο']
446		['1:1.68:down']	["1:1.68:κατ'"]
447		['1:1.68:among', '1:1.68:them']	['1:1.68:τοῖσι']
448	[he] 	['1:1.68:stood', '1:1.68:up']	['1:1.68:ἀνέστη']
449		['1:1.69:Calchas']	['1:1.69:Κάλχας']
450		['1:1.69:son', '1:1.69:of', '1:1.69:Thestor']	['1:1.69:Θεστορίδης']
451		['1:1.69:best']	['1:1.69:ἄριστος']
452		['1:1.69:by', '1:1.69:far']	["1:1.69:ὄχ'"]
453	[of] 	['1:1.69:bird-interpreters']	['1:1.69:οἰωνοπόλων']
454		['1:1.70:who']	['1:1.70:ὃς']
455	[he] 	['1:1.70:knew']	['1:1.70:ᾔδη']
456		['1:1.70:the', '1:1.70:things']	['1:1.70:τά']
457		['1:1.70:that', '1:1.70:are', '1:1.70:were']	['1:1.70:ἐόντα']
458		['1:1.70:and', '1:1.70:and[2]']	["1:1.70:τ'"]
459		['1:1.70:will', '1:1.70:be']	['1:1.70:ἐσσόμενα']
460		['1:1.70:before']	['1:1.70:πρό']
461		['1:1.71:and']	['1:1.71:καὶ']
462	[he] 	['1:1.71:had', '1:1.71:led']	["1:1.71:ἡγήσατ'"]
463		['1:1.71:ships']	["1:1.71:νήεσσ'"]
464	[of] 	['1:1.71:Achaeans']	['1:1.71:Ἀχαιῶν']
465		['1:1.71:into']	['1:1.71:εἴσω']
466		['1:1.71:Troy']	['1:1.71:Ἴλιον']
467		['1:1.72:through']	['1:1.72:διὰ']
468		['1:1.72:his', '1:1.72:own']	['1:1.72:ἣν']
469		['1:1.72:gift', '1:1.72:of', '1:1.72:foresight']	['1:1.72:μαντοσύνην']
470		['1:1.72:which']	['1:1.72:τήν']
471		['1:1.72:Phoebus']	['1:1.72:Φοῖβος']
472		['1:1.72:Apollo']	['1:1.72:Ἀπόλλων']
473	[he] 	['1:1.72:gave']	['1:1.72:πόρε']
474		['1:1.72:to', '1:1.72:him']	['1:1.72:οἱ']
475		['1:1.73:That', '1:1.73:man']	['1:1.73:ὅ']
476		['1:1.73:thinking']	['1:1.73:φρονέων']
477		['1:1.73:benevolently']	['1:1.73:ἐῢ']
478		['1:1.73:for', '1:1.73:them']	['1:1.73:σφιν']
479	[he] 	['1:1.73:addressed', '1:1.73:the', '1:1.73:assembly']	['1:1.73:ἀγορήσατο']
480		['1:1.73:and']	['1:1.73:καὶ']
481	[he] 	['1:1.73:spoke', '1:1.73:in', '1:1.73:their', '1:1.73:midst']	['1:1.73:μετέειπεν']
482		['1:1.74:Achilles']	['1:1.74:Ἀχιλεῦ']
483		['1:1.74:dear']	['1:1.74:φίλε']
484		['1:1.74:to', '1:1.74:Zeus']	['1:1.74:Διῒ']
485	[you-sg] 	['1:1.74:order']	['1:1.74:κέλεαί']
486		['1:1.74:me']	['1:1.74:με']
487		['1:1.74:to[2]', '1:1.74:give', '1:1.74:an', '1:1.74:account', '1:1.74:of']	['1:1.74:μυθήσασθαι']
488		['1:1.75:wrath']	['1:1.75:μῆνιν']
489		['1:1.75:of', '1:1.75:Apollo']	['1:1.75:Ἀπόλλωνος']
490		['1:1.75:lord']	['1:1.75:ἄνακτος']
491		['1:1.75:far-shooter']	['1:1.75:ἑκατηβελέταο']
492		['1:1.76:therefore']	['1:1.76:τοὶ', '1:1.76:γὰρ']
493		['1:1.76:I”', '1:1.76:with', '1:1.76:his', '1:1.76:intonation', '1:1.76:and', '1:1.76:body', '1:1.76:language)', '1:1.76:I']	['1:1.76:ἐγὼν']
494	[I] 	['1:1.76:will', '1:1.76:speak']	['1:1.76:ἐρέω']
495		['1:1.76:And']	['1:1.76:δὲ']
496		['1:1.76:as', '1:1.76:for', '1:1.76:you']	['1:1.76:σὺ']
497	[you-sg] 	['1:1.76:take', '1:1.76:this', '1:1.76:in']	['1:1.76:σύνθεο']
498		['1:1.76:and[2]']	['1:1.76:καί']
499	[(2nd sg imperative)you-sg] 	['1:1.76:swear']	['1:1.76:ὄμοσσον']
500		['1:1.76:to', '1:1.76:me']	['1:1.76:μοι']
501		['1:1.77:most', '1:1.77:decidedly', '1:1.77:decidedly']	['1:1.77:ἦ', '1:1.77:μέν']
502		['1:1.77:to', '1:1.77:help']	['1:1.77:ἀρήξειν']
503		['1:1.77:me']	['1:1.77:μοι']
504		['1:1.77:with', '1:1.77:determination']	['1:1.77:πρόφρων']
505		['1:1.77:with[2]', '1:1.77:words']	['1:1.77:ἔπεσιν']
506		['1:1.77:and']	['1:1.77:καὶ']
507		['1:1.77:with[3]', '1:1.77:hands']	['1:1.77:χερσὶν']
508		['1:1.78:For']	['1:1.78:γὰρ']
509		['1:1.78:truly']	['1:1.78:ἦ']
510	[I] 	['1:1.78:expect']	['1:1.78:ὀΐομαι']
511	[I] 	['1:1.78:to', '1:1.78:fill', '1:1.78:with', '1:1.78:anger']	['1:1.78:χολωσέμεν']
512		['1:1.78:man']	['1:1.78:ἄνδρα']
513		['1:1.78:who']	['1:1.78:ὃς']
514		['1:1.78:greatly']	['1:1.78:μέγα']
515	[he] 	['1:1.79:holds', '1:1.79:power', '1:1.79:over']	['1:1.79:κρατέει']
516		['1:1.79:all']	['1:1.78:πάντων']
517		['1:1.79:Argives']	['1:1.79:Ἀργείων']
518		['1:1.79:and']	['1:1.79:καί']
519		['1:1.79:whom']	['1:1.79:οἱ']
520		['1:1.79:Achaeans']	['1:1.79:Ἀχαιοί']
521	[they] 	['1:1.79:obey']	['1:1.79:πείθονται']
522		['1:1.80:for']	['1:1.80:γὰρ']
523		['1:1.80:king']	['1:1.80:βασιλεὺς']
524		['1:1.80:has', '1:1.80:more', '1:1.80:power']	['1:1.80:κρείσσων']
525		['1:1.80:whenever']	['1:1.80:ὅτε']
526	[he] 	['1:1.80:is', '1:1.80:angry']	['1:1.80:χώσεται']
527		['1:1.80:inferior']	['1:1.80:χέρηϊ']
528		['1:1.80:man']	['1:1.80:ἀνδρὶ']
529		['1:1.81:even']	['1:1.81:περ']
530		['1:1.81:if']	['1:1.81:εἴ']
531		['1:1.81:in', '1:1.81:fact']	['1:1.81:γε']
532	[he] 	['1:1.81:would', '1:1.81:choke', '1:1.81:down']	['1:1.81:καταπέψῃ']
533		['1:1.81:anger']	['1:1.81:χόλον']
534		['1:1.81:on', '1:1.81:that', '1:1.81:one', '1:1.81:particular', '1:1.81:day', '1:1.81:that', '1:1.81:one', '1:1.81:particular', '1:1.81:day']	['1:1.81:καὶ', '1:1.81:αὐτῆμαρ']
535		['1:1.82:nevertheless']	['1:1.82:ἀλλά']
536		['1:1.82:just', '1:1.82:as', '1:1.82:certainly', '1:1.82:as', '1:1.82:certainly']	['1:1.82:τε', '1:1.82:καὶ']
537		['1:1.82:going', '1:1.82:forward']	['1:1.82:μετόπισθεν']
538	[he] 	['1:1.82:holds']	['1:1.82:ἔχει']
539		['1:1.82:grudge']	['1:1.82:κότον']
540		['1:1.82:in']	['1:1.83:ἐν']
541		['1:1.82:his']	['1:1.83:ἑοῖσι']
542		['1:1.82:chest']	['1:1.83:στήθεσσιν']
543		['1:1.82:until']	['1:1.82:ὄφρα']
544	[he] 	['1:1.82:can', '1:1.82:fulfill']	['1:1.82:τελέσσῃ']
545		['1:1.83:So']	['1:1.83:δὲ']
546		['1:1.83:as', '1:1.83:for', '1:1.83:you']	['1:1.83:σὺ']
547	[you-sg] 	['1:1.83:make', '1:1.83:yourself', '1:1.83:clear']	['1:1.83:φράσαι']
548		['1:1.83:if']	['1:1.83:εἴ']
549	[you-sg] 	['1:1.83:will', '1:1.83:protect']	['1:1.83:σαώσεις']
550		['1:1.83:me']	['1:1.83:με']
551		['1:1.84:Swift-footed']	['1:1.84:πόδας', '1:1.84:ὠκὺς']
552		['1:1.84:Achilles']	['1:1.84:Ἀχιλλεύς']
553		['1:1.84:answering']	['1:1.84:ἀπαμειβόμενος']
554		['1:1.84:addressed']	['1:1.84:προσέφη']
555		['1:1.84:that', '1:1.84:man']	['1:1.84:τὸν']
556		['1:1.85:Having', '1:1.85:taken', '1:1.85:heart']	['1:1.85:θαρσήσας']
557		['1:1.85:fully']	['1:1.85:μάλα']
558	[you-sg] 	['1:1.85:give', '1:1.85:voice', '1:1.85:to']	['1:1.85:εἰπὲ']
559		["1:1.85:god's", '1:1.85:message']	['1:1.85:θεοπρόπιον']
560		['1:1.85:whatever']	['1:1.85:τι']
561		['1:1.85:it']	['1:1.85:ὅ']
562	[you-sg] 	['1:1.85:know']	['1:1.85:οἶσθα']
563		['1:1.86:For']	['1:1.86:γὰρ']
564		['1:1.86:by']	['1:1.86:οὐ', '1:1.86:μὰ']
565		['1:1.86:Apollo']	['1:1.86:Ἀπόλλωνα']
566		['1:1.86:beloved']	['1:1.86:φίλον']
567		['1:1.86:of', '1:1.86:Zeus']	['1:1.86:Διῒ']
568		['1:1.86:and']	['1:1.86:τε']
569		['1:1.86:for', '1:1.86:whom']	['1:1.86:ᾧ']
570		['1:1.86:you']	['1:1.86:σὺ']
571		['1:1.86:Calchas']	['1:1.86:Κάλχαν']
572		['1:1.87:speaking', '1:1.87:with', '1:1.87:authority']	['1:1.87:εὐχόμενος']
573	[you-sg] 	['1:1.87:reveal']	['1:1.87:ἀναφαίνεις']
574		['1:1.87:divine', '1:1.87:messages']	['1:1.87:θεοπροπίας']
575		['1:1.87:Danaans']	['1:1.87:Δαναοῖσι']
576		['1:1.88:no']	['1:1.88:οὔ']
577		['1:1.88:one']	['1:1.88:τις']
578		['1:1.88:while', '1:1.88:am', '1:1.88:alive']	['1:1.88:ζῶντος']
579		['1:1.88:I']	['1:1.88:ἐμεῦ']
580		['1:1.88:and']	['1:1.88:καὶ']
581		['1:1.88:while[2]', '1:1.88:am[2]', '1:1.88:able', '1:1.88:to', '1:1.88:see']	['1:1.88:δερκομένοιο']
582		['1:1.88:upon']	['1:1.88:ἐπὶ']
583		['1:1.88:earth']	['1:1.88:χθονὶ']
584	[he] 	['1:1.89:will', '1:1.89:bear', '1:1.89:against']	['1:1.89:ἐποίσει']
585		['1:1.89:you']	['1:1.89:σοὶ']
586		['1:1.89:heavy']	['1:1.89:βαρείας']
587		['1:1.89:hands']	['1:1.89:χεῖρας']
588		['1:1.89:near']	['1:1.89:παρὰ']
589		['1:1.89:hollow']	['1:1.89:κοίλῃς']
590		['1:1.89:ships']	['1:1.89:νηυσί']
591		['1:1.90:of', '1:1.90:all', '1:1.90:together']	['1:1.90:συμπάντων']
592		['1:1.90:Danaans']	['1:1.90:Δαναῶν']
593		['1:1.90:not[2]', '1:1.90:even']	['1:1.90:οὐ']
594		['1:1.91:who']	['1:1.91:ὃς']
595	[he] 	['1:1.91:boasts']	['1:1.91:εὔχεται']
596		['1:1.91:to', '1:1.91:be']	['1:1.91:εἶναι']
597		['1:1.91:by', '1:1.91:far']	['1:1.91:πολλὸν']
598		['1:1.91:best']	['1:1.91:ἄριστος']
599	[of] 	['1:1.91:Achaeans']	['1:1.91:Ἀχαιῶν']
600		['1:1.92:Then']	['1:1.92:τότε', '1:1.92:δὴ']
601	[he] 	['1:1.92:took', '1:1.92:courage']	['1:1.92:θάρσησε']
602		['1:1.92:and']	['1:1.92:καὶ']
603	[he] 	['1:1.92:began', '1:1.92:to', '1:1.92:speak']	['1:1.92:ηὔδα']
604		['1:1.92:blameless']	['1:1.92:ἀμύμων']
605		['1:1.92:prophet']	['1:1.92:μάντις']
606		['1:1.93:Indeed']	["1:1.93:γ'"]
607		['1:1.93:that', '1:1.93:one']	['1:1.93:ὅ']
608	[he] 	['1:1.93:finds', '1:1.93:fault']	['1:1.93:ἐπιμέμφεται']
609		['1:1.93:neither']	['1:1.93:οὔ', "1:1.93:τ'"]
610	[with] 	['1:1.93:vow']	['1:1.93:εὐχωλῆς']
611		['1:1.93:nor']	['1:1.93:οὐ', "1:1.93:δ'"]
612	[with] 	['1:1.93:sacrifice']	['1:1.93:ἑκατόμβης']
613		['1:1.94:but', '1:1.94:rather']	["1:1.94:ἀλλ'"]
614		['1:1.94:because', '1:1.94:of']	["1:1.94:ἕνεκ'"]
615		['1:1.94:the', '1:1.94:god-talker']	['1:1.94:ἀρητῆρος']
616		['1:1.94:the[2]', '1:1.94:man', '1:1.94:to', '1:1.94:whom']	['1:1.94:ὃν']
617		['1:1.94:Agamemnon']	['1:1.94:Ἀγαμέμνων']
618	[he] 	['1:1.94:showed', '1:1.94:disrespect']	["1:1.94:ἠτίμησ'"]
619		['1:1.95:did', '1:1.95:not', '1:1.95:not']	['1:1.95:οὐ', "1:1.95:δ'"]
620	[he did] 	['1:1.95:free']	['1:1.95:ἀπέλυσε']
621		['1:1.95:daughter']	['1:1.95:θύγατρα']
622		['1:1.95:nor']	['1:1.95:καὶ', '1:1.95:οὐκ']
623	[he did] 	['1:1.95:accept']	["1:1.95:ἀπεδέξατ'"]
624		['1:1.95:ransom']	['1:1.95:ἄποινα']
625		['1:1.96:Because', '1:1.96:of', '1:1.96:this']	["1:1.96:τοὔνεκ'"]
626		['1:1.96:far-shooter']	['1:1.96:ἑκηβόλος']
627	[he] 	['1:1.96:gave']	['1:1.96:ἔδωκεν']
628		['1:1.96:sufferings']	["1:1.96:ἄλγε'"]
629		['1:1.96:and']	["1:1.96:ἠδ'"]
630	[he] 	['1:1.96:will', '1:1.96:continue', '1:1.96:to', '1:1.96:give']	['1:1.96:δώσει']
631		['1:1.96:still']	['1:1.96:ἔτι']
632		['1:1.97:That', '1:1.97:one']	['1:1.97:ὅ']
633		['1:1.97:certainly']	['1:1.97:γε']
634		['1:1.97:will', '1:1.97:not', '1:1.97:not']	['1:1.97:οὐ', "1:1.97:δ'"]
635		['1:1.97:first']	['1:1.97:πρὶν']
636	[he will] 	['1:1.97:drive', '1:1.97:off']	['1:1.97:ἀπώσει']
637		['1:1.97:shameful']	['1:1.97:ἀεικέα']
638		['1:1.97:destruction']	['1:1.97:λοιγὸν']
639		['1:1.97:Danaans']	['1:1.97:Δαναοῖσιν']
640		['1:1.98:before']	['1:1.98:πρίν']
641	[you-sg] 	['1:1.98:give']	['1:1.98:δόμεναι']
642		['1:1.98:back']	['1:1.98:ἀπὸ']
643		['1:1.98:bright-eyed']	['1:1.98:ἑλικώπιδα']
644		['1:1.98:girl']	['1:1.98:κούρην']
645		['1:1.98:beloved']	['1:1.98:φίλῳ']
646		['1:1.98:father']	['1:1.98:πατρὶ']
647		['1:1.99:without', '1:1.99:a', '1:1.99:price']	['1:1.99:ἀπριάτην']
648		['1:1.99:without[2]', '1:1.99:a[2]', '1:1.99:ransom']	['1:1.99:ἀνάποινον']
649		['1:1.99:and']	["1:1.99:θ'"]
650		['1:1.99:lead']	['1:1.99:ἄγειν']
651		['1:1.99:holy']	['1:1.99:ἱερὴν']
652		['1:1.99:sacrifice']	['1:1.99:ἑκατόμβην']
653		['1:1.100:to']	['1:1.100:ἐς']
654		['1:1.100:Chrysa']	['1:1.100:Χρύσην']
655		['1:1.100:then']	['1:1.100:τότε']
656		['1:1.100:having', '1:1.100:appeased']	['1:1.100:ἱλασσάμενοι']
657		['1:1.100:him']	['1:1.100:μιν']
658	[we] 	['1:1.100:might', '1:1.100:cause', '1:1.100:a', '1:1.100:change', '1:1.100:of', '1:1.100:heart']	['1:1.100:πεπίθοιμεν']
659		['1:1.101:That', '1:1.101:man']	['1:1.101:ὅ']
660		['1:1.101:having', '1:1.101:spoken']	['1:1.101:εἰπὼν']
661		['1:1.101:thus']	['1:1.101:ὣς']
662	[he] 	['1:1.101:sat']	['1:1.101:ἕζετο']
663		['1:1.101:down']	["1:1.101:κατ'", "1:1.101:ἄρ'"]
664		['1:1.101:Then']	["1:1.101:δ'"]
665		['1:1.101:them']	['1:1.101:τοῖσι']
666	[he] 	['1:1.101:stood', '1:1.101:up']	['1:1.101:ἀνέστη']
667		['1:1.102:warrior']	['1:1.102:ἥρως']
668		['1:1.102:son', '1:1.102:of', '1:1.102:Atreus']	['1:1.102:Ἀτρεΐδης']
669		['1:1.102:wide-ruling']	['1:1.102:εὐρὺ', '1:1.102:κρείων']
670		['1:1.102:Agamemnon']	['1:1.102:Ἀγαμέμνων']
671		['1:1.103:stricken', '1:1.103:with', '1:1.103:pain']	['1:1.103:ἀχνύμενος']
672		['1:1.103:black']	['1:1.103:ἀμφιμέλαιναι']
673		['1:1.103:heart']	['1:1.103:φρένες']
674		['1:1.103:completely']	['1:1.103:μέγα']
675	[they] 	['1:1.104:began', '1:1.104:being', '1:1.104:filled', '1:1.104:with']	["1:1.104:πίμπλαντ'"]
676		['1:1.104:rage']	['1:1.103:μένεος']
677		['1:1.104:His']	['1:1.104:οἱ']
678		['1:1.104:two', '1:1.104:eyes']	['1:1.104:ὄσσε']
679	[those two] 	['1:1.104:became', '1:1.104:like']	['1:1.104:ἐΐκτην']
680		['1:1.104:blazing']	['1:1.104:λαμπετόωντι']
681		['1:1.104:fire']	['1:1.104:πυρὶ']
682		['1:1.105:Glaring']	['1:1.105:ὀσσόμενος']
683		['1:1.105:evilly']	["1:1.105:κάκ'"]
684		['1:1.105:first', '1:1.105:of', '1:1.105:all']	['1:1.105:πρώτιστα']
685		['1:1.105:Calchas']	['1:1.105:Κάλχαντα']
686	[he] 	['1:1.105:spoke']	['1:1.105:προσέειπε']
687		['1:1.106:Seer']	['1:1.106:μάντι']
688		['1:1.106:of', '1:1.106:evil', '1:1.106:things']	['1:1.106:κακῶν']
689		['1:1.106:have', '1:1.106:not']	['1:1.106:οὐ']
690		['1:1.106:yet']	['1:1.106:πώ']
691		['1:1.106:once']	['1:1.106:ποτέ']
692	[you-sg have] 	['1:1.106:said']	['1:1.106:εἶπας']
693		['1:1.106:favorable']	['1:1.106:κρήγυον']
694		['1:1.106:thing']	['1:1.106:τὸ']
695		['1:1.106:to', '1:1.106:me']	['1:1.106:μοι']
696		['1:1.107:these']	['1:1.107:τὰ']
697		['1:1.107:evil']	["1:1.107:κάκ'"]
698	[they-neut-pl] 	['1:1.107:are']	['1:1.107:ἐστὶ']
699		['1:1.107:always']	['1:1.107:αἰεί']
700		['1:1.107:dear']	['1:1.107:φίλα']
701		['1:1.107:to', '1:1.107:you']	['1:1.107:τοι']
702		['1:1.107:heart']	['1:1.107:φρεσὶ']
703		['1:1.107:to[2]', '1:1.107:prophesy']	['1:1.107:μαντεύεσθαι']
704		['1:1.108:and']	["1:1.108:δ'"]
705		['1:1.108:as', '1:1.108:for', '1:1.108:the', '1:1.108:fortunate']	['1:1.108:ἐσθλὸν']
706		['1:1.108:have', '1:1.108:not']	['1:1.108:οὔτέ']
707		['1:1.108:yet']	['1:1.108:πω']
708	[you-sg] 	['1:1.108:spoke']	['1:1.108:εἶπας']
709		['1:1.108:any']	['1:1.108:τί']
710		['1:1.108:word']	['1:1.108:ἔπος']
711		['1:1.108:nor']	['1:1.108:οὔ', "1:1.108:τ'"]
712	[you-sg] 	['1:1.108:accomplished']	['1:1.108:ἐτέλεσσας']
713		['1:1.109:And']	['1:1.109:καὶ']
714		['1:1.109:now']	['1:1.109:νῦν']
715		['1:1.109:speaking', '1:1.109:on', '1:1.109:behalf', '1:1.109:of', '1:1.109:the', '1:1.109:gods']	['1:1.109:θεοπροπέων']
716	[you-sg] 	['1:1.109:you', '1:1.109:declare']	['1:1.109:ἀγορεύεις']
717		['1:1.109:among']	['1:1.109:ἐν']
718		['1:1.109:Danaans']	['1:1.109:Δαναοῖσι']
719		['1:1.110:that']	['1:1.110:ὡς']
720		['1:1.110:far-shooter']	['1:1.110:ἑκηβόλος']
721	[he] 	['1:1.110:produces']	['1:1.110:τεύχει']
722		['1:1.110:sufferings']	['1:1.110:ἄλγεα']
723		['1:1.110:for', '1:1.110:them']	['1:1.110:σφιν']
724		['1:1.110:because']	['1:1.110:ἕνεκά']
725		['1:1.110:of', '1:1.110:this', '1:1.110:particular', '1:1.110:thing']	["1:1.110:τοῦδ'"]
726		['1:1.111:because']	["1:1.111:οὕνεκ'"]
727		['1:1.111:for', '1:1.111:my', '1:1.111:part']	['1:1.111:ἐγὼ']
728	[I was] 	['1:1.111:was', '1:1.111:willing']	['1:1.112:ἔθελον']
729		['1:1.111:not']	['1:1.112:οὐκ']
730		['1:1.111:to', '1:1.111:accept']	['1:1.112:δέξασθαι']
731		['1:1.111:shining']	["1:1.111:ἀγλά'"]
732		['1:1.111:ransom']	['1:1.111:ἄποινα']
733	[of a/the] 	['1:1.111:of', '1:1.111:girl']	['1:1.111:κούρης']
734		['1:1.111:Chryseis']	['1:1.111:Χρυσηΐδος']
735		['1:1.112:since']	['1:1.112:ἐπεὶ']
736		['1:1.112:very', '1:1.112:much']	['1:1.112:πολὺ']
737	[I] 	['1:1.112:wish']	['1:1.112:βούλομαι']
738		['1:1.112:to', '1:1.112:hold']	['1:1.113:ἔχειν']
739		['1:1.112:that', '1:1.112:particular', '1:1.112:woman']	['1:1.112:αὐτὴν']
740		['1:1.113:at', '1:1.113:home']	['1:1.113:οἴκοι']
741		['1:1.113:And']	['1:1.113:καὶ']
742		['1:1.113:in', '1:1.113:fact', '1:1.113:fact']	['1:1.113:γάρ', '1:1.113:ῥα']
743	[I] 	['1:1.113:have', '1:1.113:come', '1:1.113:to', '1:1.113:prefer', '1:1.113:over']	['1:1.113:προβέβουλα']
744		['1:1.113:Clytemnestra']	['1:1.113:Κλυταιμνήστρης']
745		['1:1.114:lawful']	['1:1.114:κουριδίης']
746		['1:1.114:wife']	['1:1.114:ἀλόχου']
747		['1:1.114:since']	['1:1.114:ἐπεὶ']
748	[she] 	['1:1.114:is']	['1:1.114:ἐστι']
749		['1:1.114:not']	['1:1.114:οὔ']
750		['1:1.114:inferior']	['1:1.114:χερείων']
751		['1:1.114:to', '1:1.114:her']	['1:1.114:ἑθέν']
752		['1:1.115:not', '1:1.115:nor']	['1:1.115:οὐ']
753		['1:1.115:in', '1:1.115:form']	['1:1.115:δέμας', '1:1.115:δὲ']
754		['1:1.115:in[2]', '1:1.115:stature']	['1:1.115:φυήν']
755		['1:1.115:nor[2]']	['1:1.115:οὔ', "1:1.115:τ'", '1:1.115:ἂρ']
756		['1:1.115:in[3]', '1:1.115:mind']	['1:1.115:φρένας']
757		['1:1.115:nor[3]']	['1:1.115:οὔτέ']
758		['1:1.115:in[4]', '1:1.115:any', '1:1.115:respect']	['1:1.115:τι']
759		['1:1.115:in[5]', '1:1.115:the', '1:1.115:things', '1:1.115:that', '1:1.115:she', '1:1.115:can', '1:1.115:produce']	['1:1.115:ἔργα']
760		['1:1.116:Yet']	['1:1.116:ἀλλὰ']
761		['1:1.116:even']	['1:1.116:καὶ']
762		['1:1.116:so']	['1:1.116:ὧς']
763	[I] 	['1:1.116:am', '1:1.116:willing']	['1:1.116:ἐθέλω']
764		['1:1.116:to', '1:1.116:give']	['1:1.116:δόμεναι']
765		['1:1.116:back']	['1:1.116:πάλιν']
766		['1:1.116:if']	['1:1.116:εἰ']
767		['1:1.116:this']	['1:1.116:τό']
768		['1:1.116:really']	["1:1.116:γ'"]
769		['1:1.116:better']	['1:1.116:ἄμεινον']
770		['1:1.117:for', '1:1.117:my', '1:1.117:part']	['1:1.117:ἐγὼ']
771	[I] 	['1:1.117:wish']	["1:1.117:βούλομ'"]
772		['1:1.117:soldiers']	['1:1.117:λαὸν']
773		['1:1.117:to', '1:1.117:be']	['1:1.117:ἔμμεναι']
774		['1:1.117:safe']	['1:1.117:σῶν']
